0.67338364	﻿
86.2782506173	$
252.772986074	0
8.48380344444	00
5.25405850667	000
3.54826853877	0000
3.70748266667	000000
0.151361728395	000000000
0.00713822765432	000033
0.877218457284	000066
0.0546638888889	000080
0.195572266173	000099
0.904860940247	0000ff
0.370771893333	0001
0.0273478933333	000175
0.167065006914	0001pt
0.0679407624691	0002
0.0952538622222	0003
0.0603928888889	000301c634d3
0.104482950617	0004
0.112579340247	0005
0.721613320988	0006
0.196669509136	0007
0.0230871461728	0007hv
0.124269510617	0008
0.0518783209877	0009
0.045356894321	000a
0.0717409106173	000b
0.0956503580247	000c
0.102009384691	000d
0.329565795556	000e
0.218182666667	000f
1.51215802469	001
0.201975	0010
0.061079014321	0011
0.0580476266667	0012
0.0558002488889	0013
0.0636493906173	0014
0.0531303580247	0015
0.0561748735802	0016
0.060410014321	0017
0.0505028266667	0018
0.0355856666667	0019
0.134033657284	002
0.0177772044444	003
0.0192240177778	003300
0.0290840291358	003366
0.669686131358	003399
0.00953988691358	0033ff
1.32488344444	003c78
0.388718915556	003e7e
0.915312140247	0050c0
0.00765394765432	006
0.0698637822222	0060
0.00788122666667	007
0.0134157624691	008
0.0285937180247	008000
0.00975388444444	009
0.0112748958025	009900
2.1719538958	009966
0.02456156	00c
0.0436947654321	00f
4.74228246469	01
0.293267168395	0100
0.03858396	0100007f
0.139910249877	011gktorp011
0.021021617284	012
0.0284601758025	0120
0.0133072098765	015
0.0167618350617	0180
0.00904611555556	01c671df
2.72771996	02
2.13827170321	0200
0.0090507254321	0210
0.0130239822222	02127
2.42642277728	03
0.0306817377778	030
0.186029858765	0300
1.49027258025	0310
0.0272365032099	0360
1.15232841432	039
16.4105304489	04
1.24444195506	0400
0.0406357254321	0480
19.1076123951	05
1.73171882667	0500
0.236068937778	0506
0.00546893777778	051
0.0259011155556	0530
16.0079027551	06
0.122679888889	0600
0.00866893777778	069
9.42221198222	07
0.0523169876543	070
0.99614873284	0700
0.0842975288889	0708
0.0213893511111	0733
0.0150982222222	079gpi
2.89933865432	08
0.145483636543	0800
0.0274919066667	0830
36.7945028736	09
0.0541302044444	0900
0.502934872099	0939
5.3557439758	0a
0.00570046222222	0aetrjlykxamiopusq0jlarludsve0gv6frnvs52xip2ldds13dw8rxms1wnffas6riotzmzadde7edt
0.00764671555556	0b
0.0150982222222	0bx
1.34444551062	0c0555d6
1.68928851556	0cm
0.0150982222222	0csk
5.61040894765	0d
0.0150982222222	0e4hgsfwpsn1dceinisouvi
0.0150982222222	0esn939aaktfwvjt
0.0150982222222	0h26lhboioxvrgmtnoklpkmsqqrego1rgznprupq0u
4.7592367284	0in
0.00570046222222	0jhvmtekjsdzp0yfdpjz9pqmnfdxzgoceoqtlcivp3hhz0esjsnkoixd2uuiwtoy3wxn
0.00570046222222	0jv
0.0150982222222	0kb5rw3ubn4jyj11if8aowv7uvzxl2
0.00570046222222	0luuew0izqrccyapg
0.0150982222222	0nalvmli3sucbh09dxjr6ks9uzm4agdn1
0.00464488888889	0nline
0.0150982222222	0nmab1ps45jombpuxn9gq5z
0.0150982222222	0nrmypav8ldfatkuas5z1obxs19fg6vpfrsetxhyu4uuuv2gauuuuav726js7r55uz0xakqascnh
0.0835919624691	0p
0.0057224291358	0po5y02ouz3rz7d4bisjbmiabqyrbuc8fytnf2jef6zvf
8.10147265136	0pt
11.057151324	0px
0.0150982222222	0qwuljlpmvnckfkhdj2ptqbfp32o7gkkwvncnnenhx8kxbtu5
0.00568195111111	0r
0.00862281283951	0rder
0.0156955733333	0t
0.00570046222222	0uolb1p24kcsdc6kjjhkak93yo
0.0150982222222	0vfzfq7hzudaztame50gxnkk8x5ivynagdjpx6dpwrrrsmuakkuplopljxfqwjvjkud7
0.0231976646914	0x
0.153834451358	0x0
0.00852920444444	0x1
0.00771196839506	0x2
0.00826520444444	0x3
0.00839853777778	0x4
0.00782204	0x5
0.00731196839506	0x6
0.00870743654321	0x7
0.00934691358025	0x8
0.00819960691358	0x9
0.0072219254321	0y
0.00570046222222	0y1j7pzkfh8zvjgad
0.0150982222222	0zmjqxqleyncqcqm4gfmip4vq0vj9spxu79
0.0150982222222	0zpm
118.921864884	1
15.8472717511	10
6.53198452889	100
0.808871093333	1000
0.0287199955556	10019
0.917235555062	1002
0.0168133288889	10024
0.01434816	100x38r1
0.102750079506	101
0.00609995061728	1012
0.00493398469136	1014
0.0494794646914	1015
0.415645486914	102
0.0141130646914	1027
0.0857961955556	103
0.00995742765432	1030
0.234000706667	104
0.0554036128395	105
0.0610807066667	106
0.0543106365432	107
0.0567222498765	108
0.0165669511111	1081
0.0869468424691	109
0.784575547654	10pt
8.10165895062	10px
6.97049866617	11
0.0874725846914	110
0.0805178291358	1106
0.0914527920988	111
0.0506172365432	111111
0.0568602266667	11111111
0.102398222222	1112
0.115530895802	112
0.0816277091358	113
0.12538054321	114
0.121341864691	115
0.0331140424691	1158
0.0641135955556	116
0.004975	116498
0.154619377284	117
0.601975	117px
0.0471933387654	118
0.151703995556	119
0.0403926044444	11pm
23.1530997017	11px
0.00578883950617	11z
8.81566217284	12
3.34048227358	120
0.0431044266667	1200
0.134996084444	121
0.00605499061728	1211
0.0491112488889	1213
0.18773455358	122
0.0127353832099	1222
0.0181502735802	12281
0.211495762469	123
0.163041666667	124
0.52556444	125
0.216417951111	1250
0.134231880988	1251
0.240182968395	1252
0.0997919683951	126
0.606270836543	127
0.14117795358	128
0.791391217778	129
0.00570046222222	12oeeaab8555xoo
0.130154662222	12pt
167.40109677	12px
9.45625129432	13
0.16831744	130
0.0236808291358	1300
0.25501510321	131
0.0996355377778	1314
0.729687654321	132
0.246544923951	133
0.0829208765432	13329r
0.121441657284	134
0.601975	134a75
0.0485092266667	135
2.05393864247	13570886
0.0983655980247	136
0.0902506666667	137
0.0596153239506	138
0.0666873106173	139
0.560272528889	13px
5.46626666667	14
0.126625931358	140
0.0271339017284	1409
0.248922293333	141
0.00855762765432	1415
0.0131725980247	1418
0.0633816646914	142
0.00675436246914	1424
0.0447246044444	143
0.0128213288889	1433
0.0082660617284	1437
0.12020591358	144
0.538451792099	145
0.0974707155556	146
0.244337728395	147
0.0952227155556	148
6.25568395062	149
0.0594570350617	14day
0.004975	14daytrend
0.134105686914	14px
7.9437874721	15
0.323950617284	150
0.0258136809877	1500
0.00787925135802	1506
0.0807590617284	151
0.159568551111	152
0.0285292069136	1520
0.048910694321	1529
0.19893376	153
0.145164333333	154
0.200832710617	155
0.0827672098765	156
0.0818028439506	157
0.0754126933333	158
0.0515462222222	159
0.00670991802469	15day
0.20410291358	15px
6.24882024247	16
0.0999700617284	160
0.0590428266667	161
0.159652106667	162
0.128791284444	163
0.0298847165432	163data
0.0473010958025	164
0.0693466844444	165
0.139360884444	166
0.0666847822222	167
0.22602716	168
0.0160779846914	1687
0.0707965846914	169
0.131623464691	16px
0.00561258469136	16v
5.5354694321	17
0.0651762839506	170
0.0179548266667	1700
0.0127117017284	1708
0.04223296	171
0.0996234646914	172
0.0478534795062	173
0.0551522054321	174
0.0579593955556	175
0.0506874622222	176
0.0363905061728	177
0.0522151980247	178
0.0836938266667	179
5.87262754321	18
0.0625289461728	180
0.00848339555556	1807
0.0772927683951	181
0.05061884	182
0.15978441284	183
0.0296223288889	1830
0.0539578622222	184
0.0687673758025	185
0.324612973333	186
0.0783697733333	1865
0.0508973333333	187
0.0587858488889	188
0.0727583995062	189
0.315416449877	1896
0.468072106667	18px
0.0150982222222	18wpf3qtrax
